id,make,model,year,cylinders,fuelType,city08,highway08,comb08,co2TailpipeGpm,barrels08,displ,drive,trany
10025,Cadillac,Eldorado,1993,8,Premium,15,23,18,493.7222222,18.31166667,4.6,Front-Wheel Drive,Automatic 4-spd
10026,Cadillac,Eldorado,1993,8,Premium,15,23,17,522.7647059,19.38882353,4.9,Front-Wheel Drive,Automatic 4-spd
10027,Cadillac,Seville,1993,8,Premium,15,23,18,493.7222222,18.31166667,4.6,Front-Wheel Drive,Automatic 4-spd
10028,Cadillac,Seville,1993,8,Premium,15,23,17,522.7647059,19.38882353,4.9,Front-Wheel Drive,Automatic 4-spd
10029,Chevrolet,Lumina,1993,4,Regular,18,26,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 3-spd
1003,Dodge,B150/B250 Wagon 2WD,1985,8,Regular,11,17,13,683.6153846,25.35461538,5.2,Rear-Wheel Drive,Manual 4-spd
10030,Chevrolet,Lumina,1993,6,Regular,17,25,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 3-spd
10031,Chevrolet,Lumina,1993,6,Regular,17,27,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 4-spd
10032,Chevrolet,Lumina,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Automatic 4-spd
10033,Chevrolet,Lumina,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Manual 5-spd
10034,Chrysler,New Yorker,1993,6,Regular,18,24,20,444.35,16.4805,3.3,Front-Wheel Drive,Automatic 4-spd
10035,CX Automotive,XM v6,1993,6,Premium,13,19,15,592.4666667,21.974,3,Front-Wheel Drive,Manual 5-spd
10036,CX Automotive,XM v6a,1993,6,Premium,13,19,15,592.4666667,21.974,3,Front-Wheel Drive,Automatic 4-spd
10037,Nissan,Maxima,1993,6,Premium,17,23,19,467.7368421,17.34789474,3,Front-Wheel Drive,Automatic 4-spd
10038,Nissan,Maxima,1993,6,Premium,17,24,19,467.7368421,17.34789474,3,Front-Wheel Drive,Automatic 4-spd
10039,Nissan,Maxima,1993,6,Premium,18,24,20,444.35,16.4805,3,Front-Wheel Drive,Manual 5-spd
1004,Dodge,B150/B250 Wagon 2WD,1985,8,Regular,9,11,10,888.7,32.961,5.9,Rear-Wheel Drive,Automatic 3-spd
10040,Dodge,Dynasty,1993,4,Regular,18,24,21,423.1904762,15.69571429,2.5,Front-Wheel Drive,Automatic 3-spd
10041,Dodge,Dynasty,1993,6,Regular,18,26,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10042,Dodge,Dynasty,1993,6,Regular,18,24,20,444.35,16.4805,3.3,Front-Wheel Drive,Automatic 4-spd
10043,Dodge,Spirit,1993,4,Regular,19,24,21,423.1904762,15.69571429,2.5,Front-Wheel Drive,Automatic 3-spd
10044,Dodge,Spirit,1993,4,Regular,21,26,23,386.3913043,14.33086957,2.5,Front-Wheel Drive,Automatic 3-spd
10045,Dodge,Spirit,1993,4,Regular,22,29,25,355.48,13.1844,2.5,Front-Wheel Drive,Manual 5-spd
10046,Dodge,Spirit,1993,6,Regular,18,24,20,444.35,16.4805,3,Front-Wheel Drive,Automatic 3-spd
10047,Dodge,Spirit,1993,6,Regular,18,26,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10048,Ford,Taurus,1993,6,Regular,18,27,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10049,Ford,Taurus SHO,1993,6,Premium,16,24,19,467.7368421,17.34789474,3,Front-Wheel Drive,Manual 5-spd
1005,Dodge,B350 Wagon 2WD,1985,8,Regular,10,11,10,888.7,32.961,5.2,Rear-Wheel Drive,Automatic 3-spd
10050,Ford,Taurus,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10051,Ford,Thunderbird,1993,6,Regular,17,24,20,444.35,16.4805,3.8,Rear-Wheel Drive,Automatic 4-spd
10052,Ford,Thunderbird,1993,6,Premium,15,21,17,522.7647059,19.38882353,3.8,Rear-Wheel Drive,Automatic 4-spd
10053,Ford,Thunderbird,1993,6,Premium,15,22,18,493.7222222,18.31166667,3.8,Rear-Wheel Drive,Manual 5-spd
10054,Ford,Thunderbird,1993,8,Regular,15,22,18,493.7222222,18.31166667,5,Rear-Wheel Drive,Automatic 4-spd
10055,Hyundai,Sonata,1993,4,Regular,18,25,20,444.35,16.4805,2,Front-Wheel Drive,Automatic 4-spd
10056,Hyundai,Sonata,1993,4,Regular,18,24,20,444.35,16.4805,2,Front-Wheel Drive,Manual 5-spd
10057,Hyundai,Sonata,1993,6,Regular,16,22,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
10058,Infiniti,Q45,1993,8,Premium,15,20,17,522.7647059,19.38882353,4.5,Rear-Wheel Drive,Automatic 4-spd
10059,Infiniti,Q45 Full-Active Suspension,1993,8,Premium,14,18,15,592.4666667,21.974,4.5,Rear-Wheel Drive,Automatic 4-spd
1006,Dodge,B350 Wagon 2WD,1985,8,Regular,10,11,10,888.7,32.961,5.2,Rear-Wheel Drive,Automatic 3-spd
10060,Lexus,LS 400,1993,8,Premium,16,22,18,493.7222222,18.31166667,4,Rear-Wheel Drive,Automatic 4-spd
10061,Mercury,Cougar,1993,6,Regular,17,24,19,467.7368421,17.34789474,3.8,Rear-Wheel Drive,Automatic 4-spd
10062,Mercury,Cougar,1993,8,Regular,15,22,18,493.7222222,18.31166667,5,Rear-Wheel Drive,Automatic 4-spd
10063,Mercury,Sable,1993,6,Regular,18,27,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10064,Mercury,Sable,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10065,Mazda,626,1993,4,Regular,21,28,23,386.3913043,14.33086957,2,Front-Wheel Drive,Automatic 4-spd
10066,Mazda,626,1993,4,Regular,23,31,26,341.8076923,12.67730769,2,Front-Wheel Drive,Manual 5-spd
10067,Mazda,626,1993,6,Premium,17,23,19,467.7368421,17.34789474,2.5,Front-Wheel Drive,Automatic 4-spd
10068,Mazda,626,1993,6,Premium,18,24,20,444.35,16.4805,2.5,Front-Wheel Drive,Manual 5-spd
10069,Mazda,929,1993,6,Premium,17,22,19,467.7368421,17.34789474,3,Rear-Wheel Drive,Automatic 4-spd
1007,Dodge,B350 Wagon 2WD,1985,8,Regular,9,10,10,888.7,32.961,5.9,Rear-Wheel Drive,Automatic 3-spd
10070,Oldsmobile,Cutlass Ciera,1993,4,Regular,21,28,23,386.3913043,14.33086957,2.2,Front-Wheel Drive,Automatic 3-spd
10071,Oldsmobile,Cutlass Ciera,1993,6,Regular,17,24,19,467.7368421,17.34789474,3.3,Front-Wheel Drive,Automatic 3-spd
10072,Oldsmobile,Cutlass Ciera,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.3,Front-Wheel Drive,Automatic 4-spd
10073,Oldsmobile,Cutlass Supreme,1993,6,Regular,17,25,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 3-spd
10074,Oldsmobile,Cutlass Supreme,1993,6,Regular,17,27,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 4-spd
10075,Oldsmobile,Cutlass Supreme,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Automatic 4-spd
10076,Oldsmobile,Cutlass Supreme,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Manual 5-spd
10077,Oldsmobile,Toronado,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10078,Plymouth,Acclaim,1993,4,Regular,19,24,21,423.1904762,15.69571429,2.5,Front-Wheel Drive,Automatic 3-spd
10079,Plymouth,Acclaim,1993,4,Regular,21,26,23,386.3913043,14.33086957,2.5,Front-Wheel Drive,Automatic 3-spd
1008,Ford,E150 Club Wagon,1985,6,Regular,12,15,13,683.6153846,25.35461538,4.9,Rear-Wheel Drive,Automatic 3-spd
10080,Plymouth,Acclaim,1993,4,Regular,22,29,25,355.48,13.1844,2.5,Front-Wheel Drive,Manual 5-spd
10081,Plymouth,Acclaim,1993,6,Regular,18,24,20,444.35,16.4805,3,Front-Wheel Drive,Automatic 3-spd
10082,Plymouth,Acclaim,1993,6,Regular,18,26,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10083,Pontiac,Grand Prix,1993,6,Regular,17,25,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 3-spd
10084,Pontiac,Grand Prix,1993,6,Regular,17,27,20,444.35,16.4805,3.1,Front-Wheel Drive,Automatic 4-spd
10085,Pontiac,Grand Prix,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Automatic 4-spd
10086,Pontiac,Grand Prix,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.4,Front-Wheel Drive,Manual 5-spd
10087,Rolls-Royce,Brooklands/Brklnds L,1993,8,Premium,9,13,11,807.9090909,29.96454545,6.8,Rear-Wheel Drive,Automatic 4-spd
10088,Rolls-Royce,Turbo R/Turbo R(lwb),1993,8,Premium,10,15,11,807.9090909,29.96454545,6.8,Rear-Wheel Drive,Automatic 4-spd
10089,Rolls-Royce,Silver Spirit II/Silver Spur,1993,8,Premium,9,13,11,807.9090909,29.96454545,6.8,Rear-Wheel Drive,Automatic 4-spd
1009,Ford,E150 Club Wagon,1985,6,Regular,13,17,14,634.7857143,23.54357143,4.9,Rear-Wheel Drive,Automatic 4-spd
10090,Toyota,Camry,1993,4,Regular,18,26,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 4-spd
10091,Toyota,Camry,1993,4,Regular,19,27,22,403.9545455,14.98227273,2.2,Front-Wheel Drive,Manual 5-spd
10092,Toyota,Camry,1993,6,Regular,16,22,19,467.7368421,17.34789474,3,Front-Wheel Drive,Automatic 4-spd
10093,Toyota,Camry,1993,6,Regular,16,22,18,493.7222222,18.31166667,3,Front-Wheel Drive,Manual 5-spd
10094,Volkswagen,Passat,1993,4,Regular,18,26,21,423.1904762,15.69571429,2,Front-Wheel Drive,Automatic 4-spd
10095,Volkswagen,Passat,1993,4,Regular,18,28,22,403.9545455,14.98227273,2,Front-Wheel Drive,Manual 5-spd
10096,Volkswagen,Passat,1993,6,Regular,15,22,18,493.7222222,18.31166667,2.8,Front-Wheel Drive,Automatic 4-spd
10097,Volkswagen,Passat,1993,6,Regular,17,25,20,444.35,16.4805,2.8,Front-Wheel Drive,Manual 5-spd
10098,Volvo,850,1993,5,Regular,18,26,21,423.1904762,15.69571429,2.4,Front-Wheel Drive,Automatic 4-spd
10099,Volvo,850,1993,5,Regular,18,27,21,423.1904762,15.69571429,2.4,Front-Wheel Drive,Manual 5-spd
101,Dodge,Charger,1985,4,Premium,18,27,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Manual 5-spd
1010,Ford,E150 Club Wagon,1985,6,Regular,15,17,16,555.4375,20.600625,4.9,Rear-Wheel Drive,Manual 4-spd
10100,Volvo,940,1993,4,Regular,17,22,19,467.7368421,17.34789474,2.3,Rear-Wheel Drive,Automatic 4-spd
10101,Volvo,940,1993,4,Regular,17,25,20,444.35,16.4805,2.3,Rear-Wheel Drive,Automatic 4-spd
10102,Volvo,960,1993,6,Regular,15,23,18,493.7222222,18.31166667,2.9,Rear-Wheel Drive,Automatic 4-spd
10103,Buick,LeSabre,1993,6,Regular,17,26,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10104,Buick,Park Avenue,1993,6,Premium,15,25,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
10105,Buick,Park Avenue,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10106,Buick,Roadmaster,1993,8,Regular,15,23,17,522.7647059,19.38882353,5.7,Rear-Wheel Drive,Automatic 4-spd
10107,Cadillac,DeVille/60 Special,1993,8,Premium,15,23,17,522.7647059,19.38882353,4.9,Front-Wheel Drive,Automatic 4-spd
10108,Cadillac,Fleetwood,1993,8,Regular,15,23,17,522.7647059,19.38882353,5.7,Rear-Wheel Drive,Automatic 4-spd
10109,Chevrolet,Caprice,1993,6,Regular,16,24,19,467.7368421,17.34789474,4.3,Rear-Wheel Drive,Automatic 4-spd
1011,Ford,E150 Club Wagon,1985,8,Regular,11,14,12,740.5833333,27.4675,5,Rear-Wheel Drive,Automatic 4-spd
10110,Chevrolet,Caprice,1993,8,Regular,15,24,18,493.7222222,18.31166667,5,Rear-Wheel Drive,Automatic 4-spd
10111,Chevrolet,Caprice,1993,8,Regular,15,23,17,522.7647059,19.38882353,5.7,Rear-Wheel Drive,Automatic 4-spd
10112,Chrysler,Concorde,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.3,Front-Wheel Drive,Automatic 4-spd
10113,Chrysler,Concorde,1993,6,Regular,16,24,19,467.7368421,17.34789474,3.5,Front-Wheel Drive,Automatic 4-spd
10114,Chrysler,Fifth Avenue/Imperial,1993,6,Regular,18,24,20,444.35,16.4805,3.3,Front-Wheel Drive,Automatic 4-spd
10115,Chrysler,Fifth Avenue/Imperial,1993,6,Regular,17,24,19,467.7368421,17.34789474,3.8,Front-Wheel Drive,Automatic 4-spd
10116,Dodge,Intrepid,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.3,Front-Wheel Drive,Automatic 4-spd
10117,Dodge,Intrepid,1993,6,Regular,16,24,19,467.7368421,17.34789474,3.5,Front-Wheel Drive,Automatic 4-spd
10118,Eagle,Vision,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.3,Front-Wheel Drive,Automatic 4-spd
10119,Eagle,Vision,1993,6,Regular,16,24,19,467.7368421,17.34789474,3.5,Front-Wheel Drive,Automatic 4-spd
1012,Ford,E150 Club Wagon,1985,8,Regular,10,12,11,807.9090909,29.96454545,5.8,Rear-Wheel Drive,Automatic 3-spd
10120,Ford,LTD Crown Victoria,1993,8,Regular,16,24,19,467.7368421,17.34789474,4.6,Rear-Wheel Drive,Automatic 4-spd
10121,Lincoln,Continental,1993,6,Regular,15,24,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
10122,Mercury,Grand Marquis,1993,8,Regular,16,24,19,467.7368421,17.34789474,4.6,Rear-Wheel Drive,Automatic 4-spd
10123,Lincoln,Town Car,1993,8,Regular,16,24,19,467.7368421,17.34789474,4.6,Rear-Wheel Drive,Automatic 4-spd
10124,Mercedes-Benz,300SD,1993,6,Diesel,18,22,19,535.7894737,20.115,3.5,Rear-Wheel Drive,Automatic 4-spd
10125,Mercedes-Benz,300SE,1993,6,Premium,14,18,15,592.4666667,21.974,3.2,Rear-Wheel Drive,Automatic 5-spd
10126,Mercedes-Benz,400SEL,1993,8,Premium,13,17,14,634.7857143,23.54357143,4.2,Rear-Wheel Drive,Automatic 4-spd
10127,Mercedes-Benz,500SEL,1993,8,Premium,12,16,13,683.6153846,25.35461538,5,Rear-Wheel Drive,Automatic 4-spd
10128,Oldsmobile,Eighty-Eight,1993,6,Regular,17,26,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10129,Oldsmobile,Ninety-Eight,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
1013,GMC,G15/25 Rally 2WD,1985,6,Regular,14,16,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Automatic 3-spd
10130,Oldsmobile,Ninety-Eight,1993,6,Premium,15,25,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
10131,Pontiac,Bonneville,1993,6,Premium,15,23,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
10132,Pontiac,Bonneville,1993,6,Regular,17,26,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10133,Rolls-Royce,Silver Spur II Mpw Touring L,1993,8,Premium,9,13,11,807.9090909,29.96454545,6.8,Rear-Wheel Drive,Automatic 4-spd
10134,Saab,9000,1993,4,Regular,15,23,18,493.7222222,18.31166667,2.3,Front-Wheel Drive,Automatic 4-spd
10135,Saab,9000,1993,4,Regular,16,22,18,493.7222222,18.31166667,2.3,Front-Wheel Drive,Automatic 4-spd
10136,Saab,9000,1993,4,Regular,17,24,19,467.7368421,17.34789474,2.3,Front-Wheel Drive,Manual 5-spd
10137,Saab,9000,1993,4,Regular,17,25,20,444.35,16.4805,2.3,Front-Wheel Drive,Manual 5-spd
10138,Audi,100 quattro Wagon,1993,6,Premium,16,20,18,493.7222222,18.31166667,2.8,4-Wheel or All-Wheel Drive,Automatic 4-spd
10139,BMW,525i Touring,1993,6,Premium,16,23,19,467.7368421,17.34789474,2.5,Rear-Wheel Drive,Automatic 4-spd
1014,GMC,G15/25 Rally 2WD,1985,6,Regular,15,17,16,555.4375,20.600625,4.3,Rear-Wheel Drive,Automatic 4-spd
10140,Chevrolet,Cavalier Wagon,1993,4,Regular,21,28,23,386.3913043,14.33086957,2.2,Front-Wheel Drive,Automatic 3-spd
10141,Chevrolet,Cavalier Wagon,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.1,Front-Wheel Drive,Automatic 3-spd
10142,CX Automotive,XM v6 Break,1993,6,Premium,13,19,15,592.4666667,21.974,3,Front-Wheel Drive,Automatic 4-spd
10143,Ford,Escort Wagon,1993,4,Regular,22,30,25,355.48,13.1844,1.9,Front-Wheel Drive,Automatic 4-spd
10144,Ford,Escort Wagon,1993,4,Regular,25,33,28,317.3928571,11.77178571,1.9,Front-Wheel Drive,Manual 5-spd
10145,Honda,Accord Wagon,1993,4,Regular,18,24,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 4-spd
10146,Honda,Accord Wagon,1993,4,Regular,20,26,22,403.9545455,14.98227273,2.2,Front-Wheel Drive,Manual 5-spd
10147,Mercury,Tracer Wagon,1993,4,Regular,22,30,25,355.48,13.1844,1.9,Front-Wheel Drive,Automatic 4-spd
10148,Mercury,Tracer Wagon,1993,4,Regular,25,33,28,317.3928571,11.77178571,1.9,Front-Wheel Drive,Manual 5-spd
10149,Saturn,SW,1993,4,Regular,22,32,26,341.8076923,12.67730769,1.9,Front-Wheel Drive,Automatic 4-spd
1015,GMC,G15/25 Rally 2WD,1985,6,Regular,14,17,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Manual 3-spd
10150,Saturn,SW,1993,4,Regular,21,30,24,370.2916667,13.73375,1.9,Front-Wheel Drive,Automatic 4-spd
10151,Saturn,SW,1993,4,Regular,24,33,28,317.3928571,11.77178571,1.9,Front-Wheel Drive,Manual 5-spd
10152,Saturn,SW,1993,4,Regular,21,32,25,355.48,13.1844,1.9,Front-Wheel Drive,Manual 5-spd
10153,Subaru,Legacy Wagon,1993,4,Regular,19,26,22,403.9545455,14.98227273,2.2,Front-Wheel Drive,Automatic 4-spd
10154,Subaru,Legacy Wagon,1993,4,Regular,20,28,23,386.3913043,14.33086957,2.2,Front-Wheel Drive,Manual 5-spd
10155,Subaru,Legacy Wagon AWD,1993,4,Regular,18,24,21,423.1904762,15.69571429,2.2,4-Wheel or All-Wheel Drive,Automatic 4-spd
10156,Subaru,Legacy Wagon AWD,1993,4,Regular,18,24,21,423.1904762,15.69571429,2.2,4-Wheel or All-Wheel Drive,Manual 5-spd
10157,Subaru,Legacy Wagon AWD Turbo,1993,4,Premium,16,21,18,493.7222222,18.31166667,2.2,4-Wheel or All-Wheel Drive,Automatic 4-spd
10158,Subaru,Loyale Wagon,1993,4,Regular,21,24,22,403.9545455,14.98227273,1.8,Front-Wheel Drive,Automatic 3-spd
10159,Subaru,Loyale Wagon,1993,4,Regular,22,28,24,370.2916667,13.73375,1.8,Front-Wheel Drive,Manual 5-spd
1016,GMC,G15/25 Rally 2WD,1985,8,Regular,11,12,12,740.5833333,27.4675,5,Rear-Wheel Drive,Automatic 3-spd
10160,Toyota,Corolla Wagon,1993,4,Regular,23,30,25,355.48,13.1844,1.8,Front-Wheel Drive,Automatic 4-spd
10161,Toyota,Corolla Wagon,1993,4,Regular,23,30,26,341.8076923,12.67730769,1.8,Front-Wheel Drive,Manual 5-spd
10162,Buick,Century Wagon,1993,4,Regular,18,26,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 3-spd
10163,Buick,Century Wagon,1993,6,Regular,17,24,19,467.7368421,17.34789474,3.3,Front-Wheel Drive,Automatic 3-spd
10164,Buick,Century Wagon,1993,6,Regular,18,26,21,423.1904762,15.69571429,3.3,Front-Wheel Drive,Automatic 4-spd
10165,Eagle,Summit Wagon,1993,4,Regular,18,23,20,444.35,16.4805,1.8,4-Wheel or All-Wheel Drive,Automatic 4-spd
10166,Eagle,Summit Wagon,1993,4,Regular,21,26,23,386.3913043,14.33086957,1.8,Front-Wheel Drive,Automatic 4-spd
10167,Eagle,Summit Wagon,1993,4,Regular,19,24,21,423.1904762,15.69571429,1.8,4-Wheel or All-Wheel Drive,Manual 5-spd
10168,Eagle,Summit Wagon,1993,4,Regular,21,26,23,386.3913043,14.33086957,1.8,Front-Wheel Drive,Manual 5-spd
10169,Eagle,Summit Wagon,1993,4,Regular,17,22,19,467.7368421,17.34789474,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
1017,GMC,G15/25 Rally 2WD,1985,8,Regular,12,16,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
10170,Eagle,Summit Wagon,1993,4,Regular,18,24,20,444.35,16.4805,2.4,Front-Wheel Drive,Automatic 4-spd
10171,Eagle,Summit Wagon,1993,4,Regular,17,22,19,467.7368421,17.34789474,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd
10172,Eagle,Summit Wagon,1993,4,Regular,19,26,21,423.1904762,15.69571429,2.4,Front-Wheel Drive,Manual 5-spd
10173,Ford,Taurus Wagon,1993,6,Regular,18,27,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10174,Ford,Taurus Wagon,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10175,Mercury,Sable Wagon,1993,6,Regular,18,27,21,423.1904762,15.69571429,3,Front-Wheel Drive,Automatic 4-spd
10176,Mercury,Sable Wagon,1993,6,Regular,17,25,20,444.35,16.4805,3.8,Front-Wheel Drive,Automatic 4-spd
10177,Mitsubishi,Expo,1993,4,Regular,17,22,19,467.7368421,17.34789474,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
10178,Mitsubishi,Expo,1993,4,Regular,18,24,20,444.35,16.4805,2.4,Front-Wheel Drive,Automatic 4-spd
10179,Mitsubishi,Expo,1993,4,Regular,17,22,19,467.7368421,17.34789474,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd
1018,GMC,G15/25 Rally 2WD,1985,8,Regular,11,16,13,683.6153846,25.35461538,5.7,Rear-Wheel Drive,Automatic 4-spd
10180,Mitsubishi,Expo,1993,4,Regular,19,26,21,423.1904762,15.69571429,2.4,Front-Wheel Drive,Manual 5-spd
10181,Mitsubishi,Expo.LRV,1993,4,Regular,21,26,23,386.3913043,14.33086957,1.8,Front-Wheel Drive,Automatic 4-spd
10182,Mitsubishi,Expo.LRV,1993,4,Regular,18,23,20,444.35,16.4805,1.8,4-Wheel or All-Wheel Drive,Automatic 4-spd
10183,Mitsubishi,Expo.LRV,1993,4,Regular,21,26,23,386.3913043,14.33086957,1.8,Front-Wheel Drive,Manual 5-spd
10184,Mitsubishi,Expo.LRV,1993,4,Regular,19,24,21,423.1904762,15.69571429,1.8,4-Wheel or All-Wheel Drive,Manual 5-spd
